"IGHD1.1" 10.1162790697674 ERR2694925
"IGHD3.1" 15.9340659340659 ERR2694925
"IGHD3.3" 13.6417967996915 ERR2694925
"IGHD4.1" 39.8191908342284 ERR2694925
"IGHD5.4" 16.1023693253753 ERR2694925
"IGHD6.2" 39.0808880608601 ERR2694925
"IGHD7.3" 11.0511935576647 ERR2694925
"IGHD8.2" 14.0852130325815 ERR2694925
"IGHD9.4" 13.4197813374015 ERR2694925
"IGHDD3P" 32.5305688463583 ERR2694925
"IGHJ1.3" 11.1004784688995 ERR2694925
"IGHV1.20" 10.3594624860022 ERR2694925
"IGHV1.33" 10.9223590892124 ERR2694925
"IGHV1.39" 15.7069802164987 ERR2694925
"IGHV1.43" 12.00264101113 ERR2694925
"IGHV2.38" 12.6667701702634 ERR2694925
"IGHV2.42" 16.1974072349014 ERR2694925
"IGHV2.6" 16.9371209910173 ERR2694925
"IGHV3.2" 21.8793765529704 ERR2694925
"IGHV3.44" 13.8390313390313 ERR2694925
"IGHD6.3" 10.3957593998473 ERR2694932
"IGHDD3P" 12.0591703840435 ERR2694932
"IGHA" 43.1830601092896 ERR2694936
"IGHD1.1" 21.0755813953488 ERR2694936
"IGHD1.2" 24.1666666666667 ERR2694936
"IGHD1.3" 25.2777777777778 ERR2694936
"IGHD1.4" 34.8449612403101 ERR2694936
"IGHD2.1" 27.9107981220657 ERR2694936
"IGHD2.3" 60.2464788732394 ERR2694936
"IGHD2.4" 10.2112676056338 ERR2694936
"IGHD3.1" 56.0347985347985 ERR2694936
"IGHD3.3" 61.3461538461538 ERR2694936
"IGHD3.4" 20.9798534798535 ERR2694936
"IGHD4.1" 28.1122448979592 ERR2694936
"IGHD5.2" 33.8831615120275 ERR2694936
"IGHD5.3" 93.926116838488 ERR2694936
"IGHD5.4" 68.2646048109966 ERR2694936
"IGHD6.2" 122.116519174041 ERR2694936
"IGHD6.3" 62.4483775811209 ERR2694936
"IGHD6.4" 40.4203539823009 ERR2694936
"IGHD7.3" 158.668032786885 ERR2694936
"IGHD7.4" 71.5559895833333 ERR2694936
"IGHD8.2" 41.5476190476191 ERR2694936
"IGHD9.1" 75.6521739130435 ERR2694936
"IGHD9.4" 76.3526570048309 ERR2694936
"IGHDD1P" 46.1635706914345 ERR2694936
"IGHDD2P" 45.4040404040404 ERR2694936
"IGHDD3P" 190.159932659933 ERR2694936
"IGHG1" 41.4166666666667 ERR2694936
"IGHG2" 41.5833333333333 ERR2694936
"IGHJ1.2" 44.1756272401434 ERR2694936
"IGHJ1.3" 69.7537878787879 ERR2694936
"IGHJ1.4" 24.1666666666667 ERR2694936
"IGHJ1.5" 27.6190476190476 ERR2694936
"IGHJ1.6" 52.3168498168498 ERR2694936
"IGHJ2.1" 24.6548821548822 ERR2694936
"IGHJ2.2" 39.4982078853047 ERR2694936
"IGHJ2.3" 71.1268939393939 ERR2694936
"IGHJ2.4" 25.0096899224806 ERR2694936
"IGHJ2.5" 31.0714285714286 ERR2694936
"IGHV1.17" 16.3510638297872 ERR2694936
"IGHV1.20" 36.1471631205674 ERR2694936
"IGHV1.21" 77.3333333333333 ERR2694936
"IGHV1.25" 45.968085106383 ERR2694936
"IGHV1.27" 36.9698581560284 ERR2694936
"IGHV1.30" 14.7056737588652 ERR2694936
"IGHV1.33" 10.9007092198582 ERR2694936
"IGHV1.37" 26.2748226950355 ERR2694936
"IGHV1.39" 62.0620567375887 ERR2694936
"IGHV1.43" 30.9749103942652 ERR2694936
"IGHV1.7" 14.307880055788 ERR2694936
"IGHV2.12" 23.6789985052317 ERR2694936
"IGHV2.13" 18.41942820013 ERR2694936
"IGHV2.23" 24.426523297491 ERR2694936
"IGHV2.24" 42.5599013389711 ERR2694936
"IGHV2.26" 34.97997997998 ERR2694936
"IGHV2.31" 18.2661004953999 ERR2694936
"IGHV2.36" 44.0928449744463 ERR2694936
"IGHV2.42" 42.398598820059 ERR2694936
"IGHV2.45" 13.0457227138643 ERR2694936
"IGHV2.5" 24.1247106481481 ERR2694936
"IGHV2.6" 26.3555144793592 ERR2694936
"IGHV3.2" 50.4595851216023 ERR2694936
"IGHV3.22" 24.7850035536603 ERR2694936
"IGHV3.28" 42.3125720876586 ERR2694936
"IGHV3.34" 26.0216773276475 ERR2694936
"IGHV3.40" 21.423982869379 ERR2694936
"IGHV3.44" 14.1488603988604 ERR2694936
"IGHV3.47" 48.3333333333333 ERR2694936
"IGHD1.4" 27.7098078867543 ERR2694937
"IGHD3.1" 20.1369644847906 ERR2694937
"IGHD4.1" 11.279207335108 ERR2694937
"IGHD5.2" 17.4615269684745 ERR2694937
"IGHD5.3" 25.6940086657702 ERR2694937
"IGHD5.4" 26.7339010906918 ERR2694937
"IGHD6.2" 17.2951135051943 ERR2694937
"IGHD6.3" 29.0855457227139 ERR2694937
"IGHD6.4" 14.2452225214826 ERR2694937
"IGHD7.3" 19.6020432406747 ERR2694937
"IGHD8.2" 16.6045548654244 ERR2694937
"IGHD9.4" 15.837009031716 ERR2694937
"IGHDD3P" 33.8354560093691 ERR2694937
"IGHJ2.6" 12.9319955406912 ERR2694937
"IGHV1.20" 11.777058279371 ERR2694937
"IGHV1.25" 13.5655257477644 ERR2694937
"IGHV2.26" 16.1679070374723 ERR2694937
"IGHV2.29" 14.4640292466379 ERR2694937
"IGHV2.38" 11.1953315377709 ERR2694937
"IGHV3.11" 10.6013411204845 ERR2694937
"IGHV3.2" 17.2174535050072 ERR2694937
"IGHV3.22" 15.0282747751924 ERR2694937
"IGHV3.4" 11.2908376320314 ERR2694937
"IGHV3.44" 13.8031091291961 ERR2694937
"IGHD2.2" 10.5125836989148 ERR2694938
"IGHD2.3" 12.5213576541215 ERR2694938
"IGHD4.1" 13.9227166276347 ERR2694938
"IGHD5.2" 16.7618725705594 ERR2694938
"IGHD5.3" 16.9089065404766 ERR2694938
"IGHD6.2" 29.1556651675613 ERR2694938
"IGHD6.3" 17.7542434353692 ERR2694938
"IGHD7.3" 11.2617575920451 ERR2694938
"IGHD7.4" 14.0394467213115 ERR2694938
"IGHD8.2" 12.9508196721311 ERR2694938
"IGHDD2P" 12.9657228017884 ERR2694938
"IGHDD3P" 17.431693989071 ERR2694938
"IGHG1" 18.0819672131148 ERR2694938
"IGHJ1.2" 11.8085668958223 ERR2694938
"IGHJ1.4" 12.0810028929605 ERR2694938
"IGHJ2.1" 13.0137439973506 ERR2694938
"IGHJ2.2" 10.888418826018 ERR2694938
"IGHJ2.3" 10.4806259314456 ERR2694938
"IGHV1.20" 10.3679804673875 ERR2694938
"IGHV1.21" 14.9905824904081 ERR2694938
"IGHV1.39" 13.3114754098361 ERR2694938
"IGHV2.19" 19.8301580268793 ERR2694938
"IGHV2.23" 19.0675127798343 ERR2694938
"IGHV2.29" 17.3174814158421 ERR2694938
"IGHV2.38" 11.1910633976498 ERR2694938
"IGHV3.15" 10.8462371980845 ERR2694938
"IGHV3.2" 14.1908815872793 ERR2694938
"IGHV3.44" 13.8559618887488 ERR2694938
"IGHD4.1" 10.6945936269245 ERR2694941
