Gene	ERR2694921	ERR2694922	ERR2694923	ERR2694924	ERR2694925	ERR2694926	ERR2694927	ERR2694928	ERR2694929	ERR2694930	ERR2694931	ERR2694932	ERR2694934	ERR2694935	ERR2694936	ERR2694937	ERR2694938	ERR2694939	ERR2694940	ERR2694941	ERR2694942	ERR2694943	ERR2694945	ERR2694946	ERR2694947	ERR2694948	ERR2694949	ERR2694950	ERR2694951	ERR2694952	ERR2694953	ERR2694954	ERR2694955	ERR2694956	ERR2694957	ERR2694958	ERR2694959	ERR2694960	ERR2694961	ERR2694962	ERR2694963	ERR2694964
IGHV1.39	2.857381005	0.364728132	1.049437814	0.879614052	15.70698022	2.275265957	1.027324765	0.66788683	1.655640692	2.580009896	0.766783722	4.121827411	0.298111403	2.512158055	62.06205674	9.380511872	13.31147541	0.293970381	4.03302235	1.618327734	0.844930036	2.38502455	0.563367253	2.481899016	0.133410006	5.465825645	2.026758024	NA	15.28670213	1.148106442	4.185013876	0.702622925	1.404708013	0.909732179	3.480195106	2.474614432	1.065142742	0.60258803	0.499154392	18.93987049	5.072028109	0.11546597
IGHV1.43	1.667797362	0.240750981	0.560276248	2.087071768	12.00264101	1.801363287	0.194166985	0.272709754	1.225253259	2.403250813	1.342172113	1.465749686	2.802947928	2.166596844	30.97491039	6.625214275	9.426405782	0.357917309	2.327397307	5.618373892	2.12099196	3.685966363	1.220196353	3.262558177	1.374932536	2.864401941	4.090759978	NA	39.21236559	1.921346632	8.60916316	0.734566789	2.229238161	0.95817755	2.420672362	2.412129487	1.270994964	1.524492234	0.347008547	1.265388811	10.5048831	3.329811985
IGHV1.46	1.927546835	0.180563236	0.154139348	0.787546887	3.993586116	3.33266129	0.574058912	2.950630131	1.010683539	0.678769692	2.10105439	1.810818187	1.010813097	1.601661779	1.870967742	0.135577373	3.496562665	0.069184016	1.853261423	0	1.410248959	0.751585332	1.016116729	1.405552881	1.095611741	10.77324198	2.591871697	NA	5.971505376	0.663611585	0	0.243307102	1.398960682	0.716111642	0.653236432	0.039597201	0.963114196	4.066528328	0.467741935	0.280193237	8.937160896	1.14154562
IGHV1.7	0.564163396	0.024652985	0.254022519	0.468424638	7.727372825	0.34126569	0.186833181	2.009268007	0.515982995	0.121338912	0.035341431	1.000892042	0.221545767	0.758368201	14.30788006	4.633739616	3.292063928	0.104065915	0.112917915	0.212875284	0.899110407	0.315014483	0.063862585	1.340161119	1.307087123	2.249601955	0.353733778	NA	7.735355649	2.127655855	1.853056212	0.217483618	1.711284353	0.449706211	0.134288124	1.149188639	0.315826757	0.164978345	0.297124772	2.286095446	3.523281256	1.014705523
IGHV2.12	0.82317045	0.28362161	0.100441139	0.102826155	2.794823381	0.420904068	1.023195466	0.79005738	0.689948524	1.329179268	1.132105592	1.508388154	0.087670681	0.5763351	23.67899851	5.173523104	6.086525031	0.025433586	1.290192528	3.199787586	0.641437402	1.325457054	1.492391048	4.71655177	0.627629551	1.847097107	1.999163943	Inf	4.665358744	1.068613613	3.788262819	0.411082162	2.130521897	0.527540401	0.956060901	0.842883242	1.276785207	0.060839693	0.522680235	5.437382206	6.04290945	0.317507146
IGHV2.13	0.454572858	0.168334416	0.075833214	0.61788839	0.674395541	0.252367029	0.356781218	1.284593403	0.907937045	1.066186137	0.748247822	0.654258319	0.994042535	1.615148984	18.4194282	3.809644885	4.11465823	0.143364539	1.178753052	1.765329503	0.993098362	1.268306093	0.124185368	0.594832853	1.200448569	1.47078611	0.576799815	Inf	9.398148148	1.125880315	2.476269175	0.186854992	0.745717722	0.91880645	3.581736511	2.638076673	0.856003405	0.651254517	1.066101864	3.621210837	0.689772341	1.917399086
IGHV2.16	1.226401659	0	0.044605581	0	2.841789158	1.127466752	0.014735548	0.827171257	0.114809343	0	0.050730342	0.128199265	0.396295172	0.050895051	1.451451451	0.227183705	0.756658298	0.079855425	0.659334413	0.053474527	0.13337662	0.106067606	0.296933089	1.624759087	0.043711665	1.294746074	0.318827302	NA	6.13963964	0.02910989	4.874983679	0.029191202	0.608815502	0.368535652	0.567959264	0.834008612	0.05649637	1.280842246	0.401940402	2.120381251	0.415461333	0.043288903
IGHV2.19	1.352094362	0	0.726433751	0.595432642	9.885148306	5.851163664	0.400806898	0.955148697	0.918474745	2.005028284	0.696133026	3.682413378	1.298967507	0.542880543	1.016016016	6.032989511	19.83015803	0.142957963	0.038461174	0.122227491	0.082379677	1.233733734	1.857326434	0	0.030261922	0.131015972	0.752786685	NA	10.92942943	1.152266473	2.319166993	1.31036064	0.084704766	0.115020681	0.120476207	1.105867773	2.011821949	0.005092812	0.188688689	25.25525526	2.820343279	1.451451451
IGHV2.23	1.990555371	0.563468169	0.7402745	1.396699175	7.100924354	2.224558372	1.076360461	3.482637685	0.976593023	2.174093523	2.819570588	3.74510125	1.454029238	1.941837732	24.4265233	7.890603086	19.06751278	0.461693333	0.964010719	1.953027731	0.775356001	3.282189137	1.956595556	3.164821056	1.276207083	3.648111143	2.672207035	NA	21.50053763	1.631233714	3.708041141	1.754250015	2.47756316	1.228820682	2.228398997	3.44165671	2.279501837	0.754951896	0.151116625	9.327723235	10.29318339	3.721876376
IGHV2.24	1.937926375	0.378375113	0.279138521	0.360735533	9.605355884	1.061990335	1.446146031	1.199845416	1.018232123	1.07650327	0.386912703	1.378714545	0.80771789	2.008525301	42.55990134	5.713454055	9.297126815	0.08491907	0.247564042	0.048403249	0.701483725	1.21442511	1.714457114	0.155564671	0.430832524	1.318453105	2.493997922	NA	7.66384778	1.309898885	1.945950915	0.979031579	0.167719465	0.128901375	0.341692502	1.070505722	0.581094281	0.392604132	0.062882854	14.60796029	2.604302035	1.575794666
IGHV2.26	1.300021671	0.424100291	0.329939696	0.315943851	9.304567726	3.526249464	1.346829063	0.471331547	0.757461642	1.231370906	0.512940125	1.799210378	1.064125924	1.931184431	34.97997998	16.16790704	5.910500665	0.267487751	1.118121276	4.025867973	0.039228418	3.902171402	1.227589145	2.053695487	0.837246513	1.903585001	3.905634448	NA	15.02252252	0.211046701	9.948753101	1.376851712	1.728506622	1.413111224	1.542095455	1.89379856	1.032092219	1.66534956	0.455532456	3.420376899	3.603328099	2.128795462
IGHV2.29	0.195721495	0.615968349	0.367465026	0.767581535	8.907328381	1.870039683	0.894447747	0.696072417	1.503722372	0.074935401	2.505515224	0.733830277	4.518254209	4.433524434	9.071571572	14.46402925	17.31748142	0.035181061	0.233514271	5.271060534	2.02810919	1.0997536	2.319665203	0.40943929	3.93404988	3.884238221	1.735837532	NA	3.048048048	2.957079642	4.193432563	1.050072419	0.481758354	3.279263091	0.564517086	1.308610197	0.471262402	0.687529635	0.702279202	4.720372546	7.350469736	2.604973394
IGHV2.31	0.313568411	0.277558723	0.025529491	0.303559966	2.93813089	0.074215196	0.260453153	0.77901818	0.184119442	0.426702217	1.647874453	1.515837348	2.628879506	1.365359693	18.2661005	0.48186098	2.412376875	0.318219474	1.334364765	0.11882147	0.374419005	1.124857096	0.193026182	2.586906233	1.687857102	4.097476655	2.780092842	NA	12.72983015	1.956898438	2.322302225	0.40990088	2.140953413	0.270514647	2.835192132	1.658185331	0.506597866	1.818328553	0.337062442	0.571094495	9.964354584	1.566283011
IGHV2.35	0.57607804	0.335784264	0.05121077	0.317629407	2.374269006	0.180971582	0.018994596	0.163178788	0.057151748	0.291522881	0.403660786	0.734457726	0.036788692	0.030372853	0.623655914	0.081346424	4.334919796	0.052987758	0.043282114	2.434446331	0.047757435	0.039977943	0.011417042	1.121649815	0.327479553	0.270434865	0.019026791	NA	0	0.026058047	0.135577373	0.154462265	0.657776906	0.270643132	0	0	0.10361372	0	0.103942652	0.587501948	0.463450725	0.018235553
IGHV2.36	2.245069285	0.387701793	0.570753868	0.693950319	8.884007293	0.785166707	1.046590395	0.989845701	0.650509156	1.28334852	1.387781655	1.910946999	0.632812051	2.569636496	44.09284497	8.090758709	9.9698383	0.177403647	1.078466673	2.686870498	1.304080912	4.30065959	0.66248504	1.312517481	0.24797248	2.470187394	2.121849103	Inf	6.002555366	0.989451106	4.11876898	0.790735965	0.48652931	0.386174849	3.028664543	2.857052721	0.961496992	1.198979846	0.568143101	6.637286127	4.827063439	2.262171613
IGHV2.38	1.598029377	0.154797022	0.415209727	0.895245935	12.66677017	1.264090813	0.998757169	2.023662258	0.822449231	0.84551005	1.550343195	5.323809952	0.439743462	1.169310041	7.485250737	11.19533154	11.1910634	0.084476058	1.424862511	2.236195208	2.604905791	1.963164662	0.503094983	2.387619425	0.597829182	3.648941447	1.261436928	NA	11.09955752	2.444844332	1.264588944	1.219464632	1.931929239	0.804729305	2.272202595	4.100763216	1.028714387	0.835446532	0.231412147	16.05532042	2.527130524	1.383239318
IGHV2.42	1.994890977	0.826127265	0.321839701	1.265280922	16.19740723	2.743955436	0.910823114	1.034827291	0.689041914	2.179923853	2.919351605	1.341808544	3.085413145	2.995489024	42.39859882	9.084583814	6.415929204	0.486697291	1.916682951	5.49293588	4.251275612	1.538177899	1.227395152	3.624521199	1.216301637	5.757302843	5.452452377	NA	30.20298673	2.090985284	1.778328203	0.647566784	2.698980552	1.418075996	2.903651754	6.670529569	0.76442954	0.817937173	0.581546403	2.845325125	6.951570999	4.202246028
IGHV2.45	1.000091233	0.363365641	0.204996762	0.896738012	5.25655954	2.268489254	0.499378584	0.269055096	0.127905984	0.851975715	2.998253	1.21153587	0.701066421	1.595649925	13.04572271	0.185968962	4.491150442	0.266181866	0.837916306	0	0.179183608	0.974727706	0.312721492	0.933661339	1.444203369	7.636659096	0.226188691	NA	7.041482301	1.290334508	5.418670643	0.246720555	0.522634962	0.556854233	0.743030536	1.704125111	0.893357231	0.43898463	0.17026889	7.206297294	2.76061541	0.476504684
IGHV2.5	0.706937285	0.260846561	0.316409779	1.383963178	8.347039474	1.076621404	0.483878549	0.898670848	0.301112004	0.9437177	2.354425117	0.940496334	0.524685939	1.789941829	24.12471065	0.90479066	7.040357468	0.126554095	0.624178496	1.69149001	0.299361862	2.565771902	0.183185545	1.886142206	0.186615187	5.12383235	2.124823446	NA	8.219184028	1.673098499	3.338239734	0.349711618	1.677220534	0.407120395	2.30642018	2.83436214	0.366451301	0.534387183	0.399550392	3.093800322	3.196355759	1.432393194
IGHV2.6	2.237018122	0.315500396	0.145124205	1.103254094	16.93712099	1.612919197	0.508833989	0.582155705	1.244450256	1.201736663	0.987084926	0.919710632	0.436665351	1.505449264	26.35551448	5.966406815	6.924638647	0.105180875	1.584459203	1.603430943	0.420142879	1.209535997	1.289205091	0.144011918	0.558810725	0.564506895	1.366458849	NA	7.879852126	0.503194847	6.467491762	0.372835325	1.702633309	0.481139549	0.194925223	0.737415525	1.217126044	0.548583412	0.55528698	4.684561601	2.124506096	2.449816779
IGHV2.9	1.181511408	0.01714095	0.221611856	0.51847196	3.269585375	0.489864865	0.913603959	1.2860172	0.483039309	0.672393324	0.721498197	0.844346885	0.080726794	1.074451074	1.814314314	1.363102233	6.695712106	0.31718798	0.052197308	0.37432169	0.22360198	0.524755525	1.440822974	0.110483618	0.544714599	1.641553057	0.478240953	Inf	4.093093093	0.150401097	2.726204465	0.202716683	1.061456593	0.204220393	2.540326888	0.230389119	0.064764131	0.529652459	0.5001925	0.54271663	2.82833292	1.275749434
IGHV3.1	0.118047874	0.096409837	0.242855647	0.199720531	1.080867405	0.619539393	0.807643987	1.436460689	0.354180754	0.594819842	0.592108005	0.966645607	0.248227805	1.747742601	0.881616595	1.506188966	3.550270879	0.088988024	0.777406209	2.347338303	0.782101844	0.873638164	0.684976577	0.603740952	0.903441762	1.646663375	0.742562014	NA	3.749463519	0.837268521	1.31227841	0.209177516	1.825338847	0.436125539	0.287791141	0.372073484	0.72177025	0.802462164	0.284032134	0.937985943	0.559514903	0.576826544
IGHV3.11	0.986789176	0.15546756	0.558011337	0.26027669	3.818501478	2.644494365	0.846420544	1.613438185	1.120362816	2.420141816	0.32217553	1.343391815	0.095529575	1.838949963	2.421819474	10.60134112	5.970498794	0.042226918	0.830951148	1.242097782	0.534777848	1.022634082	0.110366767	0.2630239	0.360497567	2.960356247	2.309855083	NA	5.889658849	0.912865042	4.543431909	0.978169805	1.571214704	1.961677941	1.292886218	0.183210929	0.895218753	0.947393359	0.468509103	6.50597942	2.586803858	0.499008716
IGHV3.15	0.896269756	0.069881883	0.570076447	0.55218922	8.9930049	0.938547061	0.253193785	0.390061979	0.426473512	0.378192096	0.832453544	1.613325685	0.727761673	0.058220032	8.759772566	6.335712741	10.8462372	0.125094766	0.988948901	1.58923428	0.142050366	0.990924498	0.415997814	1.176685867	0.900050218	2.227107195	1.138159084	NA	10.74360341	1.290067767	2.50023176	0.850357153	0.967913364	0.531669722	0.505911998	0.412224591	0.505823055	1.068529533	0.510524302	8.352028676	2.047886387	1.873090687
IGHV3.18	1.783433562	0.121472663	0.487917796	0.461321059	6.677631579	0.494481647	0.235124083	0	1.138073866	1.414405685	1.270900755	2.565919346	0.758036829	1.078869048	0	0.671296296	5.447404372	0.129782516	1.578711006	0	0.961586587	0.819756054	0.276506484	1.946258292	2.192728443	8.991211898	4.785546139	NA	3.675347222	1.427673321	0.952219203	1.441036882	1.349734043	1.557914046	4.322299078	0.234420929	0.723343003	1.298428363	0.135550214	14.65177134	3.261021916	1.798956303
IGHV3.2	0.860979603	0.755473806	0.781185666	0.51666833	21.87937655	2.283683323	1.89222457	3.675911825	0.968494266	3.971254616	1.991819104	4.466787216	0.194037228	3.709659439	50.45958512	17.21745351	14.19088159	0.095771865	0.190425258	3.559219938	1.827707536	6.602151425	1.106500624	2.740055089	0.177805028	1.464924608	1.381756019	NA	23.66362661	3.236398197	4.227701064	0.645495161	0.807688796	0.783348565	3.114047736	0.174512342	1.054592003	0.762430038	0.872042478	3.129626174	4.453281884	3.400911076
IGHV3.22	1.540105071	0.289734998	0.6032555	2.504983389	9.296749336	2.144856077	0.209251062	3.116063309	1.104457044	2.293598453	1.740948517	3.160737285	1.023034906	2.164179104	24.78500355	15.02827478	8.626306407	0.114191102	0.323797865	3.319492762	1.024990876	5.358919687	0.479670949	3.585431054	0.463155815	4.257222107	1.081565538	Inf	6.554371002	0.594223471	4.590479281	0.872810727	0.575109688	0.798337921	2.566220282	2.502792162	0.728893957	1.184241699	0.455825269	9.750007725	3.131394143	1.124577613
IGHV3.28	0.34965933	0.300082386	0.028553746	0.415385853	5.228555819	1.267764459	0.663879765	1.323560417	0.958288365	0.133016818	0.720932576	0.04584336	1.197951091	0.508246079	42.31257209	3.955669224	9.952351239	0.110029943	0.892668071	3.600133552	0.989899935	1.974758229	0.385769599	3.279966947	1.162309121	6.51805126	0.663304205	NA	5.368512111	1.828030573	4.799157515	0.397086209	0.484954933	0.797899626	1.753080679	0.637117592	0.42710569	0.278738947	0.069470322	1.105260519	11.01044411	0.883162346
IGHV3.3	0.133445423	0.053736631	0.11029694	0.675865855	1.539417213	0.236147302	0.202174245	0.426031043	0.009004595	0.030392255	0.104726586	0.483322803	0.085656074	0.428348476	2.385550787	3.544504572	0.295855907	0.021947719	0.11778882	0.054589263	0.17380041	1.499944976	0.178008466	0.246140542	0.057666495	0.473622242	0.021095512	NA	0.575643777	0.100541562	0.378802015	0.052728958	0.132407999	0.018451465	0.282871635	0.925244681	0.043325909	0.107358884	0.071805877	0.072152765	0.137024058	0.285683809
IGHV3.34	1.278746181	0.720018953	0.404181185	0.900183468	4.469382411	0.977193116	0.858975608	1.684358545	0.708800965	1.744285218	1.500817687	2.165748487	0.993507582	0.851217013	26.02167733	6.900281203	3.720157992	0.10051196	0.411574395	0	0.782669663	1.720244929	0.744268198	2.671769086	0.019099209	3.573221126	0.8824401	Inf	9.074093817	0.742348742	2.903494948	0.878568054	0.687876294	1.235007098	1.495739822	1.835380919	1.243522442	0.759361089	0.211661473	1.218750966	6.1209679	1.607314306
IGHV3.4	0.970382666	0.378396556	0.017982637	0.757292077	8.202869462	0.798180236	0.276535031	0.856646012	0.058279743	0.13431218	0.212755746	1.827626258	0.022436203	2.296046115	1.945621469	11.29083763	6.24479022	0.015562083	1.186173341	1.584522748	0.492632463	1.721126684	1.289270062	2.984916519	0.621523461	1.642042898	1.237144499	NA	13.10222458	0.451820027	6.257599484	0.343244011	0.10271238	1.538501074	3.640299457	0.968747198	0.653293285	0.474278918	0.285147762	4.870732007	6.341354377	0.821005551
IGHV3.40	1.444270293	0.362734101	0.131265124	0.038992082	3.159397423	0.623757265	0.705043895	0.040063549	0.485206938	1.803744833	1.619786144	2.641550452	0.129081154	0.955671737	21.42398287	1.493963939	2.524660371	0.063512093	1.234134248	3.655095984	0.777629878	2.659089661	0	3.535907188	0.196605293	1.027647761	2.76601459	Inf	15.67987152	1.191806887	1.802206498	0.933212111	0.507735465	0.950726378	1.81877428	0.594699931	0.768370694	1.327310067	0.007961346	4.36489464	3.372689232	2.079028764
IGHV3.41	1.339330663	0.187254406	0.015517926	0.589937293	1.987559131	1.311135123	0.458397549	0.039723307	0.079191158	0.456771836	0.023911117	1.047021673	1.227963453	2.089020322	0.461783439	0.294470599	0.676273015	0.001974066	1.499460842	1.787723023	0.909699508	2.301023463	0.063402761	0	0.988941626	1.601939011	0.016697254	NA	0.554140127	0.121770192	2.114834303	0.085993192	0.065501197	0.907800688	1.194917886	0.146597917	0.43547932	0.473485554	0.22970766	0.383704114	3.920216599	0.034206181
IGHV3.44	2.143889329	0.182553249	0.166249739	0.900665872	13.83903134	0.58922848	1.272867948	4.74404926	1.017155852	0.453935599	2.344272951	1.365135147	1.206244598	3.18480131	14.1488604	13.80310913	13.85596189	0.306352299	2.222559249	2.788461538	2.506545007	2.649435678	0.24531088	2.830080367	2.89014289	2.763784888	1.287628567	NA	75.72222222	2.604635383	9.584494612	0.598887456	2.906177747	0.238843965	0.262068849	3.835978836	1.657977659	1.295484081	0.41231098	9.402638424	5.014114326	4.497051032
IGHV3.47	0.459753735	0.555562412	0.537744298	1.058968306	4.406426433	2.924830299	0.509770386	1.400868576	1.169119332	1.539655432	1.001349018	0.785321946	0.453927731	1.340144736	48.33333333	8.1697812	8.902382891	0.173104715	2.157646947	5.241559623	1.622302648	0.710666224	0.40848906	1.219980014	1.956436535	2.455513293	1.653988359	NA	6.153887689	2.992172882	7.223448211	0.747654154	1.222238999	1.397891403	3.052527339	2.664472556	1.542089291	0.578732649	0.354931605	13.25320061	3.987952523	2.651914163
IGHV3.8	1.189669318	0.045235349	0.030185388	0.60907701	0.17604565	0.327020514	0.541630806	0.172638315	0.229085771	0.585740726	0.230568527	1.986545589	0.104292213	1.280389161	2.006920415	2.545007773	5.264053548	0.092013344	0.215253294	3.626540399	0.253125097	0.250865052	0.167626076	5.593916232	1.875192048	0.417368405	0.353762243	NA	7.375432526	2.146678104	0.469008575	0.461554323	0.442254499	0.24072226	0.729789242	0.355723989	0.323901713	0.903701006	0.716573507	2.51592197	6.122027872	1.144296728
